ds,dep_var,trend,tv,fb,intercept,depVarHat,solID
2021-03-20,11754737,19213862.4000466,44706.328014577,348464.775398973,-7823456.1738912,11783577.329569,1_480_1
2021-03-21,11958562,19213575.5993095,343840.47597681,437659.445094196,-7823456.1738912,12171619.3464893,1_480_1
2021-03-22,11832692,19213288.7985723,393946.064753346,243018.380253449,-7823456.1738912,12026797.0696879,1_480_1
2021-03-23,11960377,19213001.9978352,231493.930060157,433091.194184051,-7823456.1738912,12054130.9481882,1_480_1
2021-03-24,11711790,19212715.197098,341020.35407906,182478.766306392,-7823456.1738912,11912758.1435923,1_480_1
2021-03-25,11861192,19212428.3963608,389641.065810572,230128.771157024,-7823456.1738912,12008742.0594372,1_480_1
2021-03-26,11764167,19212141.5956237,176795.218296903,298098.0210826,-7823456.1738912,11863578.661112,1_480_1
2021-03-27,12059918,19211854.7948865,419969.422326867,382893.630357266,-7823456.1738912,12191261.6736795,1_480_1
2021-03-28,12240381,19211567.9941494,442345.845440804,421969.939538068,-7823456.1738912,12252427.6052371,1_480_1
2021-03-29,12134068,19211281.1934122,439848.530067162,267773.51245707,-7823456.1738912,12095447.0620453,1_480_1
2021-03-30,12153183,19210994.3926751,405281.432121485,247156.7572441,-7823456.1738912,12039976.4081495,1_480_1
2021-03-31,12127419,19210707.5919379,219733.118948989,375750.969249477,-7823456.1738912,11982735.5062452,1_480_1
2021-04-01,12009490,19210420.7912008,248111.066142488,357414.374655528,-7823456.1738912,11992490.0581076,1_480_1
2021-04-02,12182088,19210133.9904636,423204.891825299,385220.028589284,-7823456.1738912,12195102.736987,1_480_1
2021-04-03,11918005,19209847.1897264,267321.907348631,258962.291258522,-7823456.1738912,11912675.2144424,1_480_1
2021-04-04,12070851,19209560.3889893,454047.368357439,221818.176629916,-7823456.1738912,12061969.7600854,1_480_1
2021-04-05,12271320,19209273.5882521,444793.572983807,325693.660020305,-7823456.1738912,12156304.647365,1_480_1
2021-04-06,12248952,19208986.787515,459177.749396067,207688.020730868,-7823456.1738912,12052396.3837507,1_480_1
2021-04-07,12444569,19208699.9867778,379152.372395012,436055.306705344,-7823456.1738912,12200451.491987,1_480_1
2021-04-08,12093679,19208413.1860407,372502.878473931,182070.704504506,-7823456.1738912,11939530.5951279,1_480_1
2021-04-09,12063347,19208126.3853035,225413.536222125,312486.72684243,-7823456.1738912,11922570.4744769,1_480_1
2021-04-10,12080374,19207839.5845664,443136.085431257,192892.983259933,-7823456.1738912,12020412.4793664,1_480_1
2021-04-11,12280023,19207552.7838292,381059.629678012,372606.416443204,-7823456.1738912,12137762.6560592,1_480_1
2021-04-12,12083087,19207265.983092,247536.947404472,335383.450518476,-7823456.1738912,11966730.2071238,1_480_1
2021-04-13,12076667,19206979.1823549,268979.634660395,402667.842977549,-7823456.1738912,12055170.4861016,1_480_1
2021-04-14,12269486,19206692.3816177,465957.846397435,374262.661545365,-7823456.1738912,12223456.7156693,1_480_1
2021-04-15,12357736,19206405.5808806,438494.195250487,406941.453493701,-7823456.1738912,12228385.0557336,1_480_1
2021-04-16,11876023,19206118.7801434,208449.186346631,192336.582231846,-7823456.1738912,11783448.3748307,1_480_1
2021-04-17,12130322,19205831.9794063,446359.996600195,257910.10506912,-7823456.1738912,12086645.9071844,1_480_1
2021-04-18,12072955,19205545.1786691,364576.663170723,247417.044613869,-7823456.1738912,11994082.7125625,1_480_1
2021-04-19,11917326,19205258.377932,265644.512629622,220569.921843518,-7823456.1738912,11868016.6385139,1_480_1
2021-04-20,12278708,19204971.5771948,441090.160487962,384013.117951354,-7823456.1738912,12206618.6817429,1_480_1
2021-04-21,11946155,19204684.7764577,293961.059624265,222958.16323783,-7823456.1738912,11898147.8254286,1_480_1
2021-04-22,11726507,19204397.9757205,98087.4759803966,218572.973269625,-7823456.1738912,11697602.2510793,1_480_1
2021-04-23,11806003,19204111.1749833,94429.677862739,403751.361379382,-7823456.1738912,11878836.0403343,1_480_1
2021-04-24,11888204,19203824.3742462,300553.979311444,425684.944002465,-7823456.1738912,12106607.1236689,1_480_1
2021-04-25,11483679,19203537.573509,142633.717246688,210013.370341056,-7823456.1738912,11732728.4872056,1_480_1
2021-04-26,11836510,19203250.7727719,419466.663282299,321068.144128055,-7823456.1738912,12120329.406291,1_480_1
2021-04-27,12044483,19202963.9720347,363214.871668152,451151.282843114,-7823456.1738912,12193873.9526548,1_480_1
2021-04-28,11697913,19202677.1712976,339296.72257119,170153.984651687,-7823456.1738912,11888671.7046292,1_480_1
2021-04-29,12149287,19202390.3705604,438805.363010615,399469.820432592,-7823456.1738912,12217209.3801124,1_480_1
2021-04-30,12387882,19202103.5698233,469998.26809271,451831.386663159,-7823456.1738912,12300477.0506879,1_480_1
2021-05-01,12225347,19201816.7690861,317699.858717987,429673.066905497,-7823456.1738912,12125733.5208184,1_480_1
2021-05-02,12008490,19201529.9683489,122130.84035611,421903.383728784,-7823456.1738912,11922108.0185426,1_480_1
2021-05-03,11850813,19201243.1676118,386235.422115,173176.171739086,-7823456.1738912,11937198.5875747,1_480_1
2021-05-04,12279587,19200956.3668746,453577.541382887,384917.805026132,-7823456.1738912,12215995.5393925,1_480_1
2021-05-05,11943441,19200669.5661375,295111.192471697,211279.682503125,-7823456.1738912,11883604.2672211,1_480_1
2021-05-06,12218455,19200382.7654003,443393.563515013,300071.871995402,-7823456.1738912,12120392.0270195,1_480_1
2021-05-07,12022267,19200095.9646632,354874.735054402,198513.950185493,-7823456.1738912,11930028.4760119,1_480_1
2021-05-08,12027522,19199809.163926,212535.596621661,347556.717664901,-7823456.1738912,11936445.3043214,1_480_1
2021-05-09,11887270,19199522.3631889,139270.188746899,368142.426246777,-7823456.1738912,11883478.8042913,1_480_1
2021-05-10,11617531,19199235.5624517,226172.763138867,191891.404557987,-7823456.1738912,11793843.5562574,1_480_1
2021-05-11,11752803,19198948.7617145,303742.892472416,294589.514597741,-7823456.1738912,11973824.9948935,1_480_1
2021-05-12,12123123,19198661.9609774,457063.163290244,407771.081347928,-7823456.1738912,12240040.0317244,1_480_1
2021-05-13,12123442,19198375.1602402,464893.160365976,261339.072933447,-7823456.1738912,12101151.2196485,1_480_1
2021-05-14,12467147,19198088.3595031,478751.500708023,430727.476515436,-7823456.1738912,12284111.1628353,1_480_1
2021-05-15,12236311,19197801.5587659,394072.593248986,285576.678972033,-7823456.1738912,12053994.6570957,1_480_1
2021-05-16,12106850,19197514.7580288,152867.093920307,379608.591126676,-7823456.1738912,11906534.2691846,1_480_1
2021-05-17,12006782,19197227.9572916,288446.138428773,337060.977585049,-7823456.1738912,11999278.8994142,1_480_1
2021-05-18,11935427,19196941.1565545,354211.993719953,246570.301785232,-7823456.1738912,11974267.2781685,1_480_1
2021-05-19,11963886,19196654.3558173,188735.581426116,397513.56055142,-7823456.1738912,11959447.3239036,1_480_1
2021-05-20,11712001,19196367.5550802,99302.0514874361,310287.204687141,-7823456.1738912,11782500.6373635,1_480_1
2021-05-21,11494352,19196080.754343,70634.9971692019,230813.193227818,-7823456.1738912,11674072.7708488,1_480_1
2021-05-22,11992874,19195793.9536058,448565.270381347,405909.630199092,-7823456.1738912,12226812.6802951,1_480_1
2021-05-23,12098430,19195507.1528687,467197.886759843,351277.5386148,-7823456.1738912,12190526.4043521,1_480_1
2021-05-24,12102488,19195220.3521315,356251.524208734,394936.214852959,-7823456.1738912,12122951.917302,1_480_1
2021-05-25,12021845,19194933.5513944,334733.026721736,355433.231016371,-7823456.1738912,12061643.6352413,1_480_1
2021-05-26,11910474,19194646.7506572,373948.998288504,219029.439652662,-7823456.1738912,11964169.0147072,1_480_1
2021-05-27,12377472,19194359.9499201,462327.919373237,446402.635089311,-7823456.1738912,12279634.3304914,1_480_1
2021-05-28,12204473,19194073.1491829,331038.85989662,388652.954511071,-7823456.1738912,12090308.7896994,1_480_1
2021-05-29,12347330,19193786.3484458,470581.577019126,352388.901435143,-7823456.1738912,12193300.6530088,1_480_1
2021-05-30,12194613,19193499.5477086,312890.639031291,328356.383307526,-7823456.1738912,12011290.3961562,1_480_1
2021-05-31,12276730,19193212.7469714,347343.551165137,404308.001712796,-7823456.1738912,12121408.1259582,1_480_1
2021-06-01,12143669,19192925.9462343,162616.061811061,452212.80278961,-7823456.1738912,11984298.6369438,1_480_1
2021-06-02,11922702,19192639.1454971,273473.826282563,320630.304830303,-7823456.1738912,11963287.1027188,1_480_1
2021-06-03,12295451,19192352.34476,465498.06954659,447899.874237231,-7823456.1738912,12282294.1146526,1_480_1
2021-06-04,12137519,19192065.5440228,481554.115901105,180689.154673068,-7823456.1738912,12030852.6407058,1_480_1
2021-06-05,12399938,19191778.7432857,394118.530765547,424947.699936142,-7823456.1738912,12187388.8000962,1_480_1
2021-06-06,12032360,19191491.9425485,301837.574003502,219709.857313401,-7823456.1738912,11889583.1999742,1_480_1
2021-06-07,12083707,19191205.1418114,218504.452044358,400760.733968113,-7823456.1738912,11987014.1539326,1_480_1
2021-06-08,12286156,19190918.3410742,434959.26186181,428125.006541657,-7823456.1738912,12230546.4355865,1_480_1
2021-06-09,11974959,19190631.540337,244061.731917579,322511.366903879,-7823456.1738912,11933748.4652673,1_480_1
2021-06-10,12296454,19190344.7395999,462510.010156246,401979.07419183,-7823456.1738912,12231377.6500568,1_480_1
2021-06-11,12236940,19190057.9388627,383241.60543658,374447.341663702,-7823456.1738912,12124290.7120718,1_480_1
2021-06-12,12132715,19189771.1381256,311614.983479592,342935.981014454,-7823456.1738912,12020865.9287284,1_480_1
2021-06-13,12079348,19189484.3373884,267576.907341685,376910.720644458,-7823456.1738912,12010515.7914834,1_480_1
2021-06-14,11817013,19189197.5366513,217165.475629563,266415.703372766,-7823456.1738912,11849322.5417624,1_480_1
2021-06-15,12083016,19188910.7359141,399374.089633666,396379.58555101,-7823456.1738912,12161208.2372076,1_480_1
2021-06-16,11939785,19188623.935177,366504.824289175,262732.146483764,-7823456.1738912,11994404.7320587,1_480_1
2021-06-17,12092808,19188337.1344398,310864.884641362,424489.177012905,-7823456.1738912,12100235.0222029,1_480_1
2021-06-18,11988338,19188050.3337026,233581.043269192,416815.531358381,-7823456.1738912,12014990.734439,1_480_1
2021-06-19,11815943,19187763.5329655,102952.011843214,423025.293519438,-7823456.1738912,11890284.6644369,1_480_1
2021-06-20,11914285,19187476.7322283,414404.107982929,322697.490332478,-7823456.1738912,12101122.1566525,1_480_1
2021-06-21,12107036,19187189.9314912,469270.400825678,327172.786856387,-7823456.1738912,12160176.945282,1_480_1
2021-06-22,11755923,19186903.130754,172778.807845159,219945.738529978,-7823456.1738912,11756171.503238,1_480_1
2021-06-23,11690251,19186616.3300169,280207.847223853,171021.676731919,-7823456.1738912,11814389.6800814,1_480_1
2021-06-24,11673275,19186329.5292797,281596.068276735,173220.178120367,-7823456.1738912,11817689.6017856,1_480_1
2021-06-25,12095674,19186042.7285426,371465.865049357,449967.566799923,-7823456.1738912,12184019.9865006,1_480_1
2021-06-26,11792019,19185755.9278054,278578.61720093,265283.373150753,-7823456.1738912,11906161.7442659,1_480_1
2021-06-27,12015737,19185469.1270682,354652.99565074,403941.844516459,-7823456.1738912,12120607.7933443,1_480_1
2021-06-28,12027898,19185182.3263311,414430.885457286,313988.345473177,-7823456.1738912,12090145.3833704,1_480_1
2021-06-29,11860819,19184895.5255939,316448.292489091,210663.488083411,-7823456.1738912,11888551.1322752,1_480_1
2021-06-30,11735097,19184608.7248568,189296.761609524,209218.928268087,-7823456.1738912,11759668.2408432,1_480_1
2021-07-01,12070676,19184321.9241196,346568.810426996,450148.255000765,-7823456.1738912,12157582.8156562,1_480_1
2021-07-02,12141599,19184035.1233825,451272.846513665,375224.556082826,-7823456.1738912,12187076.3520878,1_480_1
2021-07-03,12077409,19183748.3226453,425445.968461717,239378.338364307,-7823456.1738912,12025116.4555801,1_480_1
2021-07-04,11879223,19183461.5219082,248758.475044189,201116.558709894,-7823456.1738912,11809880.3817711,1_480_1
2021-07-05,12092126,19183174.721171,256510.453994929,442296.90278418,-7823456.1738912,12058525.9040589,1_480_1
2021-07-06,11881538,19182887.9204339,182444.201279147,384120.956266143,-7823456.1738912,11925996.9040879,1_480_1
2021-07-07,12200135,19182601.1196967,450317.593983262,441796.897519594,-7823456.1738912,12251259.4373084,1_480_1
2021-07-08,12408756,19182314.3189595,492039.679180227,441797.065983564,-7823456.1738912,12292694.8902321,1_480_1
2021-07-09,12068428,19182027.5182224,325151.413437165,269104.675942166,-7823456.1738912,11952827.4337105,1_480_1
2021-07-10,12127396,19181740.7174852,299206.016058979,374961.675860761,-7823456.1738912,12032452.2355138,1_480_1
2021-07-11,11986633,19181453.9167481,392634.391843691,189203.398148892,-7823456.1738912,11939835.5328495,1_480_1
2021-07-12,12002363,19181167.1160109,286576.082123449,290470.63173719,-7823456.1738912,11934757.6559804,1_480_1
2021-07-13,11820512,19180880.3152738,264622.476773348,217204.049237004,-7823456.1738912,11839250.6673929,1_480_1
2021-07-14,11985398,19180593.5145366,324001.998015165,359818.501319193,-7823456.1738912,12040957.8399798,1_480_1
2021-07-15,11970213,19180306.7137995,451053.089391816,181631.032641084,-7823456.1738912,11989534.6619412,1_480_1
2021-07-16,12189189,19180019.9130623,487550.737737039,197840.980778992,-7823456.1738912,12041955.4576871,1_480_1
2021-07-17,12004608,19179733.1123251,254320.382878965,209826.326439317,-7823456.1738912,11820423.6477522,1_480_1
2021-07-18,11992854,19179446.311588,310202.005046338,253038.101914155,-7823456.1738912,11919230.2446573,1_480_1
2021-07-19,11892701,19179159.5108508,357810.652000584,175453.039541014,-7823456.1738912,11888967.0285012,1_480_1
2021-07-20,12150606,19178872.7101137,406408.916980712,324794.768946625,-7823456.1738912,12086620.2221498,1_480_1
2021-07-21,12063361,19178585.9093765,152636.239305657,439733.230862843,-7823456.1738912,11947499.2056538,1_480_1
2021-07-22,11879575,19178299.1086394,86272.797254678,438623.465497641,-7823456.1738912,11879739.1975005,1_480_1
2021-07-23,11769393,19178012.3079022,352628.840390907,248048.059541611,-7823456.1738912,11955233.0339435,1_480_1
2021-07-24,12223420,19177725.5071651,479657.319575296,408747.109487094,-7823456.1738912,12242673.7623363,1_480_1
2021-07-25,11957010,19177438.7064279,330820.290375878,254832.344828025,-7823456.1738912,11939635.1677406,1_480_1
2021-07-26,11702435,19177151.9056907,145920.778962134,207494.641453116,-7823456.1738912,11707111.1522148,1_480_1
2021-07-27,11845433,19176865.1049536,130605.571164547,448763.681175231,-7823456.1738912,11932778.1834022,1_480_1
2021-07-28,11757151,19176578.3042164,376806.026353314,245718.514987648,-7823456.1738912,11975646.6716662,1_480_1
2021-07-29,11937404,19176291.5034793,413863.597968497,286803.558959005,-7823456.1738912,12053502.4865156,1_480_1
2021-07-30,11835067,19176004.7027421,124467.67105449,387416.833797175,-7823456.1738912,11864433.0337026,1_480_1
2021-07-31,11942541,19175717.902005,367942.429971771,383498.308978473,-7823456.1738912,12103702.467064,1_480_1
2021-08-01,12205227,19175431.1012678,465972.434603672,405566.333192056,-7823456.1738912,12223513.6951723,1_480_1
2021-08-02,12411443,19175144.3005307,471621.575075892,437059.184556148,-7823456.1738912,12260368.8862715,1_480_1
2021-08-03,12188771,19174857.4997935,346883.215472988,333742.391794765,-7823456.1738912,12032026.9331701,1_480_1
2021-08-04,12234870,19174570.6990563,428881.789161129,307585.917036596,-7823456.1738912,12087582.2313629,1_480_1
2021-08-05,12357958,19174283.8983192,395053.061900039,409714.269446631,-7823456.1738912,12155595.0557747,1_480_1
2021-08-06,12373228,19173997.097582,402930.834028313,395012.594419166,-7823456.1738912,12148484.3521383,1_480_1
2021-08-07,12553466,19173710.2968449,452218.236590828,448921.765025205,-7823456.1738912,12251394.1245697,1_480_1
2021-08-08,12473324,19173423.4961077,403236.722237175,415979.371367352,-7823456.1738912,12169183.4158211,1_480_1
2021-08-09,12324781,19173136.6953706,467581.218137839,200208.790074957,-7823456.1738912,12017470.5296922,1_480_1
2021-08-10,12237283,19172849.8946334,319311.046167634,240240.139542577,-7823456.1738912,11908944.9064524,1_480_1
2021-08-11,12399224,19172563.0938963,398841.730825152,371422.482512964,-7823456.1738912,12119371.1333432,1_480_1
2021-08-12,12203097,19172276.2931591,202443.060185446,411445.25097779,-7823456.1738912,11962708.4304311,1_480_1
2021-08-13,12087279,19171989.492422,237190.778419299,413918.770158116,-7823456.1738912,11999642.8671082,1_480_1
2021-08-14,11641812,19171702.6916848,75148.811764906,206958.224284091,-7823456.1738912,11630353.5538426,1_480_1
2021-08-15,11953736,19171415.8909476,403422.428077432,327603.39469639,-7823456.1738912,12078985.5398303,1_480_1
2021-08-16,11972575,19171129.0902105,412906.151203817,266133.558348255,-7823456.1738912,12026712.6258714,1_480_1
2021-08-17,12114627,19170842.2894733,405432.542725337,340255.887268885,-7823456.1738912,12093074.5455764,1_480_1
2021-08-18,11849427,19170555.4887362,144267.872484354,315559.537636034,-7823456.1738912,11806926.7249654,1_480_1
2021-08-19,11779473,19170268.687999,195853.390657113,328714.882808766,-7823456.1738912,11871380.7875737,1_480_1
2021-08-20,11573027,19169981.8872619,124711.670387776,270797.62554206,-7823456.1738912,11742035.0093005,1_480_1
2021-08-21,11588361,19169695.0865247,180450.614945294,317802.606800494,-7823456.1738912,11844492.1343793,1_480_1
2021-08-22,11462557,19169408.2857876,44735.0920267182,334060.108577013,-7823456.1738912,11724747.3125001,1_480_1
2021-08-23,11507873,19169121.4850504,255356.849004262,305162.3359675,-7823456.1738912,11906184.496131,1_480_1
2021-08-24,11823719,19168834.6843132,445842.919733616,335454.813831283,-7823456.1738912,12126676.2439869,1_480_1
2021-08-25,11865639,19168547.8835761,233116.708223043,444786.389422913,-7823456.1738912,12022994.8073309,1_480_1
2021-08-26,11872060,19168261.0828389,360366.663147267,379265.715740895,-7823456.1738912,12084437.2878359,1_480_1
2021-08-27,11806744,19167974.2821018,217546.14679077,408070.811349755,-7823456.1738912,11970135.0663511,1_480_1
2021-08-28,11552259,19167687.4813646,192046.82250994,251927.667204282,-7823456.1738912,11788205.7971877,1_480_1
2021-08-29,11782692,19167400.6806275,436634.587490821,219566.133664851,-7823456.1738912,12000145.2278919,1_480_1
2021-08-30,11838691,19167113.8798903,241723.628970521,360283.390194715,-7823456.1738912,11945664.7251644,1_480_1
2021-08-31,11933553,19166827.0791532,467716.155126593,202714.432108056,-7823456.1738912,12013801.4924966,1_480_1
2021-09-01,12240009,19166540.278416,394868.480431741,435364.402748216,-7823456.1738912,12173316.9877048,1_480_1
2021-09-02,12012561,19166253.4776789,345576.034492788,257823.003260827,-7823456.1738912,11946196.3415413,1_480_1
2021-09-03,12002944,19165966.6769417,115968.8927013,431926.70934689,-7823456.1738912,11890406.1050987,1_480_1
2021-09-04,11782302,19165679.8762045,115400.59859826,381559.112536898,-7823456.1738912,11839183.4134485,1_480_1
2021-09-05,11780232,19165393.0754674,353176.960387633,270584.552688839,-7823456.1738912,11965698.4146527,1_480_1
2021-09-06,11667878,19165106.2747302,113002.151066082,328814.906523015,-7823456.1738912,11783467.1584281,1_480_1
2021-09-07,11721006,19164819.4739931,331508.6824575,281987.497471337,-7823456.1738912,11954859.4800307,1_480_1
2021-09-08,11621543,19164532.6732559,193520.186914012,271240.885822397,-7823456.1738912,11805837.5721011,1_480_1
2021-09-09,11716830,19164245.8725188,306197.89375543,322677.307961049,-7823456.1738912,11969664.900344,1_480_1
2021-09-10,11767300,19163959.0717816,380333.199352751,255127.77965944,-7823456.1738912,11975963.8769026,1_480_1
2021-09-11,11858845,19163672.2710444,433739.77361059,212698.55807721,-7823456.1738912,11986654.4288411,1_480_1
2021-09-12,11981172,19163385.4703073,381362.625731899,294870.804917203,-7823456.1738912,12016162.7270652,1_480_1
2021-09-13,12163790,19163098.6695701,483690.590748543,257748.262274835,-7823456.1738912,12081081.3487023,1_480_1
2021-09-14,12245096,19162811.868833,427111.754463567,285229.133766714,-7823456.1738912,12051696.5831721,1_480_1
2021-09-15,12419078,19162525.0680958,380184.736035018,445727.115799207,-7823456.1738912,12164980.7460389,1_480_1
2021-09-16,12275792,19162238.2673587,414392.664316497,300781.912110089,-7823456.1738912,12053956.6698941,1_480_1
2021-09-17,12493873,19161951.4666215,413057.8794874,446388.306621629,-7823456.1738912,12197941.4788394,1_480_1
2021-09-18,12267614,19161664.6658844,465467.528300564,172894.297551045,-7823456.1738912,11976570.3178448,1_480_1
2021-09-19,12226744,19161377.8651472,179128.606949054,365487.200904578,-7823456.1738912,11882537.4991096,1_480_1
2021-09-20,12264729,19161091.0644101,424254.722800821,298497.338041924,-7823456.1738912,12060386.9513616,1_480_1
2021-09-21,12243118,19160804.2636729,357725.100094938,337148.642454201,-7823456.1738912,12032221.8323308,1_480_1
2021-09-22,12227540,19160517.4629357,436684.695106228,251670.461988916,-7823456.1738912,12025416.4461397,1_480_1
2021-09-23,12097578,19160230.6621986,225698.842748634,323356.680254751,-7823456.1738912,11885830.0113108,1_480_1
2021-09-24,12088772,19159943.8614614,416455.145753295,235546.699022491,-7823456.1738912,11988489.532346,1_480_1
2021-09-25,12002486,19159657.0607243,305251.398060022,253045.708558867,-7823456.1738912,11894497.993452,1_480_1
2021-09-26,12120438,19159370.2599871,343347.06534199,363654.66023964,-7823456.1738912,12042915.8116776,1_480_1
2021-09-27,12110865,19159083.45925,322207.875430041,396869.538763669,-7823456.1738912,12054704.6995525,1_480_1
2021-09-28,11922908,19158796.6585128,238032.106140086,338224.295886732,-7823456.1738912,11911596.8866484,1_480_1
2021-09-29,11905718,19158509.8577757,391242.268181523,240381.416152647,-7823456.1738912,11966677.3682186,1_480_1
2021-09-30,12199128,19158223.0570385,459526.266992289,328165.094942018,-7823456.1738912,12122458.2450816,1_480_1
2021-10-01,12057800,19157936.2563013,154264.937355485,434063.471051721,-7823456.1738912,11922808.4908174,1_480_1
2021-10-02,11762648,19157649.4555642,203204.086983757,263035.052953554,-7823456.1738912,11800432.4216103,1_480_1
2021-10-03,11560108,19157362.654827,53613.0746682952,251007.822077109,-7823456.1738912,11638527.3776812,1_480_1
2021-10-04,11664887,19157075.8540899,369647.820125321,195983.905857487,-7823456.1738912,11899251.4061815,1_480_1
2021-10-05,11532158,19156789.0533527,234107.277285833,165026.292830866,-7823456.1738912,11732466.4495782,1_480_1
2021-10-06,11796653,19156502.2526156,423090.022288001,212018.920064863,-7823456.1738912,11968155.0210772,1_480_1
2021-10-07,11946663,19156215.4518784,404775.33550723,273064.406088262,-7823456.1738912,12010599.0195827,1_480_1
2021-10-08,11804679,19155928.6511413,217386.892875207,276353.76735374,-7823456.1738912,11826213.137479,1_480_1
2021-10-09,11742421,19155641.8504041,134818.883266876,334742.900202302,-7823456.1738912,11801747.4599821,1_480_1
2021-10-10,11576878,19155355.0496669,166502.159454849,264614.972886228,-7823456.1738912,11763016.0081168,1_480_1
2021-10-11,11907480,19155068.2489298,362675.195368645,443378.448035205,-7823456.1738912,12137665.7184424,1_480_1
2021-10-12,12147914,19154781.4481926,455598.929732994,446565.531713547,-7823456.1738912,12233489.735748,1_480_1
2021-10-13,12265154,19154494.6474555,477727.125998097,382436.259420333,-7823456.1738912,12191201.8589827,1_480_1
2021-10-14,12051451,19154207.8467183,270930.795082425,322108.672381929,-7823456.1738912,11923791.1402915,1_480_1
2021-10-15,12128207,19153921.0459812,466294.362934898,215025.66674605,-7823456.1738912,12011784.9017709,1_480_1
2021-10-16,12131723,19153634.245244,289340.971806129,337832.709243382,-7823456.1738912,11957351.7524023,1_480_1
2021-10-17,12024082,19153347.4445069,370422.678949529,233206.475084038,-7823456.1738912,11933520.4246492,1_480_1
2021-10-18,12081401,19153060.6437697,384723.203678515,263016.435534366,-7823456.1738912,11977344.1090914,1_480_1
2021-10-19,11916549,19152773.8430326,298320.426905194,191608.471193846,-7823456.1738912,11819246.5672404,1_480_1
2021-10-20,11943079,19152487.0422954,196150.31166862,329499.034195545,-7823456.1738912,11854680.2142684,1_480_1
2021-10-21,12075059,19152200.2415582,403642.582764397,324374.496259423,-7823456.1738912,12056761.1466909,1_480_1
2021-10-22,12091856,19151913.4408211,259561.7938842,443596.942170953,-7823456.1738912,12031616.002985,1_480_1
2021-10-23,11751629,19151626.6400839,312274.802251425,181025.708701692,-7823456.1738912,11821470.9771459,1_480_1
2021-10-24,12052806,19151339.8393468,359912.832343364,404858.835555706,-7823456.1738912,12092655.3333547,1_480_1
2021-10-25,12314440,19151053.0386096,480377.626512606,420619.004419476,-7823456.1738912,12228593.4956505,1_480_1
2021-10-26,12062908,19150766.2378725,162526.364897254,440325.965005023,-7823456.1738912,11930162.3938835,1_480_1
2021-10-27,11875542,19150479.4371353,155912.759837755,386446.837081472,-7823456.1738912,11869382.8601633,1_480_1
2021-10-28,11915534,19150192.6363982,361092.00953062,338217.597458916,-7823456.1738912,12026046.0694965,1_480_1
2021-10-29,11930765,19149905.835661,212191.474671426,449197.176551604,-7823456.1738912,11987838.3129928,1_480_1
2021-10-30,11614268,19149619.0349238,94257.2599657188,308371.566641424,-7823456.1738912,11728791.6876398,1_480_1
2021-10-31,11452533,19149332.2341867,213556.200499414,171347.102720157,-7823456.1738912,11710779.3635151,1_480_1
2021-11-01,11792915,19149045.4334495,387233.622299051,328204.564755036,-7823456.1738912,12041027.4466124,1_480_1
2021-11-02,11751170,19148758.6327124,340405.163165604,260917.624709796,-7823456.1738912,11926625.2466966,1_480_1
2021-11-03,11947059,19148471.8319752,298005.938696607,437315.24566225,-7823456.1738912,12060336.8424429,1_480_1
2021-11-04,12051942,19148185.0312381,404402.673921347,417647.06649636,-7823456.1738912,12146778.5977646,1_480_1
2021-11-05,11991866,19147898.2305009,397913.773364916,322580.000593522,-7823456.1738912,12044935.8305682,1_480_1
2021-11-06,11705546,19147611.4297638,159488.625887021,219142.411738469,-7823456.1738912,11702786.2934981,1_480_1
2021-11-07,11786215,19147324.6290266,256428.351248242,296472.870840433,-7823456.1738912,11876769.6772241,1_480_1
2021-11-08,11951193,19147037.8282894,307307.930641982,429323.932943839,-7823456.1738912,12060213.5179841,1_480_1
2021-11-09,11858241,19146751.0275523,207752.182936197,422732.470433338,-7823456.1738912,11953779.5070306,1_480_1
2021-11-10,11915033,19146464.2268151,401759.745959088,319932.776747381,-7823456.1738912,12044700.5756304,1_480_1
2021-11-11,11808494,19146177.426078,352570.109129504,207668.953213029,-7823456.1738912,11882960.3145293,1_480_1
2021-11-12,11682495,19145890.6253408,156969.605673418,245986.88735862,-7823456.1738912,11725390.9444817,1_480_1
2021-11-13,11792330,19145603.8246037,154547.467591526,422758.421704709,-7823456.1738912,11899453.5400087,1_480_1
2021-11-14,11723586,19145317.0238665,218203.462885659,388704.409725588,-7823456.1738912,11928768.7225866,1_480_1
2021-11-15,11592801,19145030.2231294,56835.2287978016,407335.650434446,-7823456.1738912,11785744.9284704,1_480_1
2021-11-16,11664528,19144743.4223922,370277.068572249,314767.295431121,-7823456.1738912,12006331.6125044,1_480_1
2021-11-17,11730839,19144456.6216551,186506.561719092,434887.198757818,-7823456.1738912,11942394.2082408,1_480_1
2021-11-18,11679154,19144169.8209179,429165.149750247,187980.932032554,-7823456.1738912,11937859.7288095,1_480_1
2021-11-19,11983931,19143883.0201807,435177.925009251,314248.249124374,-7823456.1738912,12069853.0204232,1_480_1
2021-11-20,12068173,19143596.2194436,382397.445388924,355542.398311944,-7823456.1738912,12058079.8892533,1_480_1
2021-11-21,12181732,19143309.4187064,460149.984825078,314489.690391658,-7823456.1738912,12094492.920032,1_480_1
2021-11-22,12014472,19143022.6179693,229859.760179735,336345.92736577,-7823456.1738912,11885772.1316236,1_480_1
2021-11-23,11723156,19142735.8172321,64935.3457878554,254949.116018677,-7823456.1738912,11639164.1051474,1_480_1
2021-11-24,11662252,19142449.016495,280493.71315062,177998.547980574,-7823456.1738912,11777485.103735,1_480_1
